pathway,os_pval,os_pval.adj,os_hr,os_hr.ci.lower,os_hr.ci.upper,os_hr.pval,os_hr.pval.adj,pfs_pval,pfs_pval.adj,pfs_hr,pfs_hr.ci.lower,pfs_hr.ci.upper,pfs_hr.pval,pfs_hr.pval.adj
centr_pathway_A2M.xlsx,0.2975155822241,0.989908119794813,0.485284418025856,0.120920827870954,1.94756329844202,0.307830074627944,0.989918098293216,0.0669045858175067,0.450655776426307,1.46940297838905,0.971188990222619,2.22319768308296,0.0685167184886234,0.461932775220738
centr_pathway_A4GALT.xlsx,0.687754895718309,0.989908119794813,1.3114814246596,0.348174603598507,4.94000283033438,0.688614977659124,0.989918098293216,0.197215238739992,0.606622315195969,0.763234475923876,0.505549895803708,1.15226384195513,0.198582567574993,0.610708843056896
centr_pathway_AAAS.xlsx,0.643039512934209,0.989908119794813,1.3666965138101,0.362819066902001,5.14818412607072,0.644319481224448,0.989918098293216,0.657760407293463,0.944951170267553,1.09667778356035,0.729124074565716,1.64951645804756,0.657686150515286,0.945202250351048
centr_pathway_AACS.xlsx,0.312270651014687,0.989908119794813,0.495698170138638,0.123595216663557,1.98807593458628,0.322028621549376,0.989918098293216,0.00209333474355184,0.113313119814002,0.521086482287663,0.341512719700849,0.795083481109522,0.00249754326422141,0.136020431965211
centr_pathway_AADAT.xlsx,0.300867685601807,0.989908119794813,0.485766726021544,0.120219609337363,1.9628188230716,0.310860182552637,0.989918098293216,0.297684287264516,0.723861206336568,0.804872788577036,0.534498592456341,1.21201480216188,0.298655440671189,0.72622270241334
centr_pathway_AANAT.xlsx,0.84273052980248,0.989908119794813,1.14274461092642,0.305539367741699,4.27396723195863,0.842843389969626,0.989918098293216,0.305413868241121,0.731130399477948,1.23785837159014,0.822537755890171,1.86288512246772,0.306217890672578,0.733353117158075
centr_pathway_AARS.xlsx,0.429461399932827,0.989908119794813,0.573772690346076,0.142182496287427,2.31544042890803,0.43513440799268,0.989918098293216,0.387036879206554,0.795368772399713,0.834463791906279,0.553452987732202,1.25815531840536,0.387698324425884,0.796728055972862
centr_pathway_AARS1.xlsx,0.832305514805684,0.989908119794813,1.15647588641329,0.300795499560152,4.44633140393099,0.832435197666715,0.989918098293216,0.711820771745234,0.958629883271056,1.07999404300747,0.717866747669453,1.62479615711173,0.711907727888907,0.958694493501225
centr_pathway_AARS2.xlsx,0.429461399932827,0.989908119794813,0.573772690346076,0.142182496287427,2.31544042890803,0.43513440799268,0.989918098293216,0.387036879206554,0.795368772399713,0.834463791906279,0.553452987732202,1.25815531840536,0.387698324425884,0.796728055972862
centr_pathway_AASDHPPT.xlsx,0.887350666498507,0.989908119794813,0.907625899119686,0.237301533226125,3.47146839530882,0.887390622081694,0.989918098293216,0.0698581381587063,0.459771182418974,0.684160628771263,0.452759681186838,1.03382828774352,0.0715427293525939,0.470858315650993
centr_pathway_AASS.xlsx,0.27261974796639,0.989908119794813,2.13848522229052,0.532508726902822,8.58787624487044,0.283909981499161,0.989918098293216,0.00135502567124392,0.0880177544712353,1.96964413376482,1.29084304504189,3.00539870325466,0.00166592223165844,0.108212513656422
centr_pathway_AATF.xlsx,0.754402699120881,0.989908119794813,1.23400106450826,0.329750107524593,4.61791699975093,0.754830471803774,0.989918098293216,0.0286114136540194,0.355223758354542,1.58453987426505,1.04549458148869,2.40151088067886,0.0300314334860371,0.372638789551062
centr_pathway_AATK.xlsx,0.409103021870866,0.989908119794813,0.557330730752704,0.136536812948861,2.27497285701024,0.415301114869355,0.989918098293216,0.931565573411955,0.9883946563478,0.982282724551304,0.653179438960302,1.47720410870217,0.931571281702056,0.988375677896113
centr_pathway_ABAT.xlsx,0.111732925934689,0.989908119794813,0.299622547352762,0.062007774412912,1.44778089089848,0.133727037050945,0.989918098293216,0.0175983310508621,0.30861098455563,0.605995244071878,0.399004585207031,0.920365954309,0.0188157272366939,0.328589486908247
centr_pathway_ABCA1.xlsx,0.954302292950401,0.989908119794813,0.96188329208719,0.254585520760689,3.63421872866917,0.954305000899782,0.989918098293216,0.817720661851336,0.975625803434994,1.04939868619686,0.696381847360156,1.58137034554573,0.817737276076924,0.975541358470662
centr_pathway_ABCB1.xlsx,0.497085794865653,0.989908119794813,1.59491869039582,0.41028179352523,6.20004511318262,0.500384737508484,0.989918098293216,0.661091202081343,0.946225575694124,0.912439614345029,0.605653985576733,1.37462324966509,0.661209430760995,0.946394797429514
centr_pathway_ABCB7.xlsx,0.204576805746048,0.989908119794813,0.409287985635252,0.0988161329750011,1.69523589055789,0.217938561067597,0.989918098293216,0.344478872788183,0.761826731761051,0.821193746791123,0.545480954253601,1.23626528939327,0.345265341125163,0.763734704828241
centr_pathway_ABCC1.xlsx,0.868385267856207,0.989908119794813,0.892705972686101,0.233034356260162,3.41977022812784,0.86844866378684,0.989918098293216,0.412498949329609,0.818439598328379,0.842867917209808,0.559727144420336,1.26923686468222,0.413093738149,0.819571287741229
centr_pathway_ABCC10.xlsx,0.421141082863922,0.989908119794813,1.73062566984648,0.448208474602531,6.68230383592724,0.4261925297996,0.989918098293216,0.539096916124487,0.895541550039425,0.879042466126415,0.582276240044052,1.32706025785141,0.539563141394759,0.896016614290733
centr_pathway_ABCC2.xlsx,0.497085794865653,0.989908119794813,1.59491869039582,0.41028179352523,6.20004511318262,0.500384737508484,0.989918098293216,0.661091202081343,0.946225575694124,0.912439614345029,0.605653985576733,1.37462324966509,0.661209430760995,0.946394797429514
centr_pathway_ABCC3.xlsx,0.516832810742246,0.989908119794813,1.55910286674067,0.403216099835774,6.02853345902856,0.519815446523935,0.989918098293216,0.0611658396500204,0.433911512047153,1.48129675313721,0.979211448721073,2.24082354604891,0.0628160482321716,0.445618119937627
centr_pathway_ABCC4.xlsx,0.531290996359287,0.989908119794813,1.53467550545518,0.397857257928865,5.91978369152991,0.534038514784261,0.989918098293216,0.967960875143466,0.991115261289789,0.991608833676426,0.659041668901401,1.49199682724801,0.967753389567596,0.991260281127086
centr_pathway_ABCC5.xlsx,0.758082495983055,0.989908119794813,1.23059347022615,0.327850062325984,4.61906359943737,0.758487614741605,0.989918098293216,0.65558059647812,0.944951170267553,1.09724921270496,0.729466876759474,1.65045990865276,0.655918214569266,0.945202250351048
centr_pathway_ABCC8.xlsx,0.609823258701569,0.989908119794813,0.705706768044139,0.183898695480582,2.70813254635561,0.611458419688254,0.989918098293216,0.817001663615504,0.975625803434994,1.04926300965515,0.697845872385954,1.57764473072886,0.81724129860131,0.975541358470662
centr_pathway_ABCC9.xlsx,0.935119086388603,0.989908119794813,0.943990367973938,0.235609955185617,3.78217386496057,0.935127968806581,0.989918098293216,0.0485922195078817,0.398445532078898,0.661294034864163,0.437143945910689,1.00037940508564,0.0502103187177865,0.411713590364286
centr_pathway_ABCD1.xlsx,0.124091229271118,0.989908119794813,0.307498717232377,0.0628860531632273,1.50359986584194,0.145310850803967,0.989918098293216,0.866281135715294,0.986363513246671,0.965652152212024,0.64242589770854,1.45150449631277,0.866515509850858,0.986245738155238
centr_pathway_ABCD2.xlsx,0.124091229271118,0.989908119794813,0.307498717232377,0.0628860531632273,1.50359986584194,0.145310850803967,0.989918098293216,0.866281135715294,0.986363513246671,0.965652152212024,0.64242589770854,1.45150449631277,0.866515509850858,0.986245738155238
centr_pathway_ABCG2.xlsx,0.520653627005081,0.989908119794813,1.55361736779849,0.40124918791976,6.01553099219675,0.523553175546713,0.989918098293216,0.620961207074102,0.93734549207706,0.901956595111627,0.59906846845608,1.35798450811804,0.621122583603423,0.937546211515875
centr_pathway_ABHD12.xlsx,0.055119799548847,0.989908119794813,0.241410654181319,0.0499506406261231,1.16673386410531,0.0770407760609926,0.989918098293216,0.064924003684053,0.444122992234319,0.680440065815982,0.450987566059778,1.02663292297129,0.0665485242306025,0.455653048581669
centr_pathway_ABHD5.xlsx,0.891879247579316,0.989908119794813,0.910712036930269,0.236318560862003,3.50965413458997,0.891913702030778,0.989918098293216,0.892339751669795,0.9883946563478,1.02860675559741,0.68313376914181,1.54879162098777,0.892554313762654,0.988375677896113
centr_pathway_ABHD6.xlsx,0.055119799548847,0.989908119794813,0.241410654181319,0.0499506406261231,1.16673386410531,0.0770407760609926,0.989918098293216,0.064924003684053,0.444122992234319,0.680440065815982,0.450987566059778,1.02663292297129,0.0665485242306025,0.455653048581669
centr_pathway_ABI1.xlsx,0.798254873555996,0.989908119794813,0.839685932628598,0.219570624184913,3.2111420554171,0.798484703647775,0.989918098293216,0.384054295566451,0.792728816767447,0.834037611025825,0.554019395429502,1.25558553065889,0.384581813938623,0.793817670660822
centr_pathway_ABI2.xlsx,0.689906087704957,0.989908119794813,0.76498893348789,0.204385586899269,2.86325507212678,0.690763718657563,0.989918098293216,0.79237164225126,0.971445292568014,0.946855005005491,0.630205085425011,1.4226073721689,0.792617226440531,0.971586918528186
centr_pathway_ABL1.xlsx,0.955013677651765,0.989908119794813,0.961925566781762,0.249677563821597,3.70598295603995,0.95501616429147,0.989918098293216,0.993247463848567,0.997520644655659,0.998239957900011,0.662957041534862,1.50308836186607,0.993269237007316,0.997542511487584
centr_pathway_ABL2.xlsx,0.86938063003715,0.989908119794813,0.893570915698215,0.233546453476755,3.41888720421618,0.869442865362632,0.989918098293216,0.208439021399981,0.625568296447513,0.768703654959496,0.509614172773632,1.15951506201647,0.209745367432731,0.629488909088991
centr_pathway_ABLIM1.xlsx,0.0961474753452119,0.989908119794813,0.28191677844929,0.0576194598403782,1.37934423875891,0.118061527543617,0.989918098293216,0.215034999991836,0.635911104488922,0.772540204662569,0.513202909636293,1.16292865183295,0.216212787638401,0.639394110712135
centr_pathway_ABLIM2.xlsx,0.0961474753452119,0.989908119794813,0.28191677844929,0.0576194598403782,1.37934423875891,0.118061527543617,0.989918098293216,0.215034999991836,0.635911104488922,0.772540204662569,0.513202909636293,1.16292865183295,0.216212787638401,0.639394110712135
centr_pathway_ABLIM3.xlsx,0.0961474753452119,0.989908119794813,0.28191677844929,0.0576194598403782,1.37934423875891,0.118061527543617,0.989918098293216,0.215034999991836,0.635911104488922,0.772540204662569,0.513202909636293,1.16292865183295,0.216212787638401,0.639394110712135
centr_pathway_ABP1.xlsx,0.379635030129124,0.989908119794813,0.53748945766259,0.131756230423059,2.19264710420756,0.386771663156228,0.989918098293216,0.467375587110061,0.849194220658231,0.85943988117518,0.571075226501797,1.29341437883593,0.467651824871152,0.849965725495743
centr_pathway_ABR.xlsx,0.0818767105004335,0.989908119794813,0.271216865827331,0.0561550616295435,1.30991910924199,0.104382002988783,0.989918098293216,0.110203501882796,0.507776641894261,1.39731879833729,0.92513397121582,2.11050494840308,0.111810311329405,0.514289715420262
centr_pathway_ACAA1.xlsx,0.191865277121537,0.989908119794813,0.359370779066328,0.0722729472567741,1.78693912105037,0.211083858940883,0.989918098293216,0.00209325758863856,0.113313119814002,0.514945763809107,0.334816761473319,0.791982869967742,0.00251282725718864,0.136020431965211
centr_pathway_ACAA2.xlsx,0.195901207460472,0.989908119794813,0.361912571350444,0.0726375850136818,1.8032084805245,0.214820316051928,0.989918098293216,0.011046666391226,0.2478035974248,0.579977586143727,0.379066989230279,0.887373498579061,0.0120508387002309,0.270329624897072
centr_pathway_ACACA.xlsx,0.345112614112975,0.989908119794813,0.518223089235787,0.129204121205152,2.07853408786139,0.353639973344509,0.989918098293216,0.0926063491349402,0.507163651332833,0.703247655157339,0.465592875308116,1.06220969158304,0.0943002057945084,0.514289715420262
centr_pathway_ACACB.xlsx,0.754288924079048,0.989908119794813,0.809840946770329,0.215658807726962,3.04111093805268,0.754712715563403,0.989918098293216,0.0257625480825635,0.348004040102621,1.5925547138929,1.0540449568889,2.40618818027306,0.0271098793846044,0.366203976497278
centr_pathway_ACAD8.xlsx,0.975196702018165,0.991057315955348,0.9788990351929,0.255185050026335,3.75509192643808,0.975197123781863,0.991066411599348,0.00795653875951218,0.220130905679837,0.567658628076685,0.371603821885037,0.867150171909682,0.00880957887309793,0.24373168215571
centr_pathway_ACADL.xlsx,0.654175373247831,0.989908119794813,0.721023904455658,0.17129298245658,3.0350074085975,0.655578912535514,0.989918098293216,0.273160891769111,0.695708101437183,0.79292320458705,0.523113935985478,1.20189344064818,0.274224944727028,0.698418116982918
centr_pathway_ACADM.xlsx,0.545318300783216,0.989908119794813,0.649753339255522,0.159054090333116,2.65431339105777,0.548196663168071,0.989918098293216,0.107848941204721,0.507776641894261,0.710795234468716,0.46792149976241,1.0797321037823,0.109524056526001,0.514289715420262
centr_pathway_ACADS.xlsx,0.992217799974454,0.996084795835126,0.993340032874398,0.259382070254029,3.80413503502593,0.99221781306991,0.996086888850335,0.0254609138524058,0.346044603826938,0.621279468921855,0.407634359443963,0.94689804615669,0.0268467794978067,0.364268376676467
centr_pathway_ACADSB.xlsx,0.997527622830788,0.999127875617295,1.00212169414276,0.262247023904159,3.82939670742871,0.997527623253267,0.999128090738225,0.125171941787321,0.507866950958398,0.723197726419648,0.477081733654476,1.09627955673805,0.126792975913995,0.514472314001926
centr_pathway_ACADVL.xlsx,0.462233530490178,0.989908119794813,0.593386733168403,0.145422372862959,2.42127678271405,0.466959193397638,0.989918098293216,0.361144178624041,0.771132934803962,0.826335411866553,0.548375375196758,1.24518759191123,0.36187803511928,0.772696061027819
centr_pathway_ACAN.xlsx,0.44098342073794,0.989908119794813,0.579101474696287,0.141982897872579,2.36196417329344,0.4462779381484,0.989918098293216,0.527092614944641,0.888799510978886,1.14064369460708,0.758421933251097,1.71549368630422,0.527398579492189,0.889308905668549
centr_pathway_ACAP1.xlsx,0.913851066562663,0.989908119794813,0.9287220993836,0.243188652079802,3.54673102756639,0.913869023937601,0.989918098293216,0.0377973312911012,0.378208631865313,0.645508168926801,0.425687819031345,0.978841248263552,0.0393372134262692,0.392144340224272
centr_pathway_ACAP2.xlsx,0.294934900639547,0.989908119794813,2.12921445513856,0.501311690971994,9.0433841412732,0.305751087773967,0.989918098293216,0.0105209516621647,0.240828601177628,1.71495769088138,1.12906823905661,2.60487345208703,0.0114332858900089,0.262647319781004
centr_pathway_ACAT1.xlsx,0.103859770307225,0.989908119794813,0.290205769483338,0.0595997166881214,1.41308370779893,0.125563627838863,0.989918098293216,0.764664239099457,0.964434615622459,0.939510985935606,0.624593322279473,1.41320898128133,0.764521278768118,0.964313071994715
centr_pathway_ACAT2.xlsx,0.185606805095877,0.989908119794813,0.35433740542447,0.0711983779317376,1.76345305230581,0.205106695017278,0.989918098293216,0.0403355327735719,0.378208631865313,0.646543844895702,0.424737095153402,0.984182799530479,0.0419177302740122,0.392144340224272
centr_pathway_ACD.xlsx,0.470533345269813,0.989908119794813,1.69077329642875,0.399713070603777,7.15191608720317,0.475390595315031,0.989918098293216,0.540801597353126,0.895541550039425,0.879632356123404,0.583116846260019,1.3269263045681,0.540916766582481,0.896016614290733
centr_pathway_ACE.xlsx,0.0347381810387278,0.989908119794813,0.143466442457084,0.0177591085411393,1.15898948776689,0.0685243747668897,0.989918098293216,0.790617109387266,0.970674664258261,0.94626877752569,0.629128739814135,1.42327721283962,0.790866826785947,0.970970857472772
centr_pathway_ACE2.xlsx,0.393826518887623,0.989908119794813,0.547532009702889,0.134436316789293,2.22998746774026,0.400542699467852,0.989918098293216,0.610623209186659,0.931027170089647,1.11180800460437,0.739195763791869,1.67224583750511,0.610807001858719,0.931305470571646
centr_pathway_ACER1.xlsx,0.0847874109657042,0.989908119794813,0.273103396854339,0.0563394142435361,1.3238594396983,0.107048067754248,0.989918098293216,0.625327123095469,0.93852251852992,0.903584417389874,0.60124843471603,1.35794914748579,0.625688823793985,0.938846266972622
centr_pathway_ACER2.xlsx,0.0847874109657042,0.989908119794813,0.273103396854339,0.0563394142435361,1.3238594396983,0.107048067754248,0.989918098293216,0.625327123095469,0.93852251852992,0.903584417389874,0.60124843471603,1.35794914748579,0.625688823793985,0.938846266972622
centr_pathway_ACER3.xlsx,0.43354136616311,0.989908119794813,0.588771424133675,0.154172113146867,2.24847271533581,0.438449391337384,0.989918098293216,0.288196310153394,0.713640509560836,1.24919921590495,0.827815978525329,1.88507919815393,0.289208541672677,0.716092111786133
centr_pathway_ACHE.xlsx,0.081072439228921,0.989908119794813,3.69636174644374,0.76569585925282,17.8440173019942,0.103610406999443,0.989918098293216,0.0018013990515362,0.104313572984306,1.94461864384337,1.27091153993812,2.97545623841559,0.00217902568220317,0.126180789504323
centr_pathway_ACIN1.xlsx,0.996386075487503,0.998524816728152,1.00309359583816,0.263551099604481,3.81784315649437,0.996386076825074,0.998525966386041,0.326866451626318,0.749215217443571,1.22700132433287,0.814660404392702,1.84804888245052,0.327580324648672,0.750851495896159
centr_pathway_ACKR3.xlsx,0.79312651534896,0.989908119794813,0.835931707868659,0.218672604509175,3.1955617933425,0.793374648678407,0.989918098293216,0.0468602593765578,0.390028438379831,1.52118115848949,1.00287223815517,2.30736481568193,0.04844352782778,0.403242023614276
