pathway,os_pval,os_pval.adj,os_hr,os_hr.ci.lower,os_hr.ci.upper,os_hr.pval,os_hr.pval.adj,pfs_pval,pfs_pval.adj,pfs_hr,pfs_hr.ci.lower,pfs_hr.ci.upper,pfs_hr.pval,pfs_hr.pval.adj
centr_pathway_A2M.xlsx,0.104825373083805,0.629221073310288,0.294350238074244,0.061136466444044,1.41719120671889,0.127223847119035,0.731027870925188,0.246024553024498,0.768625339642765,0.498395888640372,0.150051042529692,1.65542643107244,0.255550477824645,0.795676331892406
centr_pathway_A4GALT.xlsx,0.107099803609249,0.629221073310288,0.296214397429267,0.0614750422800222,1.42729416670769,0.12939151728016,0.731027870925188,0.0636038335789954,0.768625339642765,0.310630012595314,0.0840794883763224,1.14761645899998,0.079522319164255,0.795676331892406
centr_pathway_AAAS.xlsx,0.120656504668196,0.629221073310288,3.24607979303179,0.672951339116714,15.6579434652136,0.142482093496223,0.731027870925188,0.22794656507244,0.768625339642765,2.06133575244421,0.619911520434318,6.85437347789205,0.238020219657062,0.795676331892406
centr_pathway_AACS.xlsx,0.645537597205953,0.916956240256567,0.735300057899515,0.197343516664818,2.73972099152026,0.64683188619965,0.917509122116081,0.45515980694905,0.900429852005704,0.647855191180514,0.205517402241979,2.04224238026014,0.458678726952228,0.902582622373316
centr_pathway_AADAT.xlsx,0.331980442057844,0.813403874860451,1.96176178842235,0.490032064228313,7.85358672513512,0.341037530281084,0.826773285976719,0.268662461094399,0.770972813784513,1.94483665288083,0.585514750601558,6.45993905790192,0.277462404812616,0.795676331892406
centr_pathway_AANAT.xlsx,0.710238288746444,0.916956240256567,1.2823746520689,0.344142513187894,4.7784992706524,0.710948189137316,0.917509122116081,0.243467594503483,0.768625339642765,2.0138986517324,0.606248705643786,6.68997350706533,0.25307230047815,0.795676331892406
centr_pathway_AARS.xlsx,0.690758670667882,0.916956240256567,1.30527175033096,0.349947902374515,4.86853708981147,0.691618039338419,0.917509122116081,0.231623114078831,0.768625339642765,2.05018149142371,0.616529946333796,6.81758310812154,0.241576253387572,0.795676331892406
centr_pathway_AARS1.xlsx,0.323386463528078,0.813403874860451,1.98510219965511,0.495681938404858,7.94991795698028,0.332757286069432,0.826773285976719,0.210454026778557,0.768625339642765,2.11577024474951,0.636943161592653,7.02807408650735,0.221131482813408,0.795676331892406
centr_pathway_AARS2.xlsx,0.690758670667882,0.916956240256567,1.30527175033096,0.349947902374515,4.86853708981147,0.691618039338419,0.917509122116081,0.231623114078831,0.768625339642765,2.05018149142371,0.616529946333796,6.81758310812154,0.241576253387572,0.795676331892406
centr_pathway_AASDHPPT.xlsx,0.0969621221989793,0.629221073310288,3.48646046475357,0.723758520668279,16.7948372629396,0.119488257631531,0.731027870925188,0.213249456038361,0.768625339642765,2.10653918984627,0.634166362264043,6.997386841074,0.223836502788902,0.795676331892406
centr_pathway_AASS.xlsx,0.267388731383848,0.813403874860451,0.464755632533552,0.11607812284738,1.86079678645094,0.278994103044664,0.826773285976719,0.840139970538725,0.999309830715137,0.890013182558268,0.286700939585599,2.76289106785782,0.84022858052118,0.999309831142543
centr_pathway_AATF.xlsx,0.41720618095905,0.814671563222721,1.76196443944903,0.440297040467523,7.05096423674902,0.423379516937352,0.827611136119582,0.267378317819802,0.770972813784513,1.94903036464938,0.586355218420689,6.47852912873688,0.276197277523693,0.795676331892406
centr_pathway_AATK.xlsx,0.809010962731422,0.923929770312934,1.17590888201908,0.315566222100051,4.38184318210379,0.809215126090442,0.924332602361337,0.581224538194482,0.900429852005704,1.37942145263407,0.437701641582309,4.34726161206153,0.582848223710835,0.902582622373316
centr_pathway_ABAT.xlsx,0.647276122761851,0.916956240256567,0.736372902506736,0.197507913042697,2.74543456610255,0.648549198182895,0.917509122116081,0.457747755860147,0.900429852005704,0.64897298032981,0.20548691759977,2.04959972205368,0.461195416278853,0.902582622373316
centr_pathway_ABCA1.xlsx,0.0811152008255513,0.629221073310288,3.69544287745748,0.765575209191463,17.8379575208213,0.103656121389657,0.731027870925188,0.161059921502992,0.768625339642765,2.30647497322109,0.692891824434167,7.67771622423101,0.173187852413507,0.795676331892406
