pathway,os_pval,os_pval.adj,os_hr,os_hr.ci.lower,os_hr.ci.upper,os_hr.pval,os_hr.pval.adj,pfs_pval,pfs_pval.adj,pfs_hr,pfs_hr.ci.lower,pfs_hr.ci.upper,pfs_hr.pval,pfs_hr.pval.adj
centr_pathway_A2M.xlsx,0.261899410424046,0.549587845195409,2.4820071473044,0.480142383021221,12.8302763869896,0.27809245750458,0.5900968422592,0.921201851418446,0.996158989677894,1.04530677403327,0.434433996166447,2.51514904791478,0.921208211964957,0.99615901970379
centr_pathway_A4GALT.xlsx,0.49149183589404,0.756295831501475,0.563047656108634,0.107307854643187,2.95432859135587,0.497048842265921,0.770479412337159,0.332923944249518,0.996158989677894,0.636511780358673,0.253130961912911,1.60054401671636,0.336942656856708,0.99615901970379
centr_pathway_AAAS.xlsx,0.0472163945966009,0.27371086484846,0.198804589020267,0.0354710955650276,1.11423862121938,0.0662159467325813,0.478847336076694,0.390414760435367,0.996158989677894,0.675903703511137,0.275049210083097,1.66096029245839,0.393169619084857,0.99615901970379
centr_pathway_AACS.xlsx,0.456457198541999,0.730327804912576,1.87540498132377,0.349645530146907,10.059170047151,0.46309274676807,0.74657370153611,0.175324837868234,0.996158989677894,1.87369918907087,0.74470067204115,4.71430842341292,0.182266065970672,0.99615901970379
centr_pathway_AADAT.xlsx,0.0052686033723728,0.211280425639621,NA,NA,NA,NA,NA,0.13949983256989,0.996158989677894,1.97574434440772,0.786934251876392,4.96047249837111,0.147112388223331,0.99615901970379
centr_pathway_AANAT.xlsx,0.0398311017875619,0.27371086484846,5.22523401010575,0.940527678902644,29.0295236097906,0.0587734369951311,0.478847336076694,0.0126291991416378,0.996158989677894,3.23051609606621,1.22352621057355,8.52963684533631,0.0179227518733581,0.99615901970379
centr_pathway_AARS.xlsx,0.802342418414647,0.904542629421112,0.825309994624414,0.183132137678748,3.71937222958542,0.802629528689545,0.906465265997385,0.127787256044318,0.996158989677894,0.482395389349948,0.184927348728395,1.25836071985147,0.136174080895241,0.99615901970379
centr_pathway_AARS1.xlsx,0.622633145639774,0.821598896290237,0.683481344506007,0.14890156806774,3.13728561995545,0.624524892244978,0.827959460757291,0.841762779906776,0.996158989677894,0.914029748320733,0.378059115073312,2.20984059768869,0.841814679459602,0.99615901970379
centr_pathway_AARS2.xlsx,0.802342418414647,0.904542629421112,0.825309994624414,0.183132137678748,3.71937222958542,0.802629528689545,0.906465265997385,0.127787256044318,0.996158989677894,0.482395389349948,0.184927348728395,1.25836071985147,0.136174080895241,0.99615901970379
centr_pathway_AASDHPPT.xlsx,0.270739278449626,0.551218972477162,2.4506783969168,0.471843522736465,12.7284243943497,0.286248910524133,0.591035387162948,0.26917007025436,0.996158989677894,1.65103835635663,0.672285293401931,4.05471855611615,0.274052202391673,0.99615901970379
centr_pathway_AASS.xlsx,0.0539840861663653,0.286610606725479,0.161061237278492,0.0193046505309322,1.34375507663883,0.0916060966855472,0.48329434247067,0.236774978649714,0.996158989677894,0.586059420046419,0.239301813748612,1.4352822423066,0.242310345629015,0.99615901970379
centr_pathway_AATF.xlsx,0.442044251092487,0.71858214186531,0.55569579561573,0.121794497565084,2.53540039524352,0.448061201750829,0.73494358771033,0.528587138954278,0.996158989677894,0.752444257669245,0.30976701976342,1.82773608801811,0.529918843329302,0.99615901970379
centr_pathway_AATK.xlsx,0.0431083184067033,0.27371086484846,6.66467557723949,0.798992716852851,55.5923722619275,0.0796672146818312,0.478847336076694,0.473408566550412,0.996158989677894,1.37981533104821,0.570113343968597,3.33949444954678,0.475278424802111,0.99615901970379
centr_pathway_ABAT.xlsx,0.485362201215358,0.755502321958475,1.69664846059919,0.377788080196961,7.61965808278763,0.490314989169133,0.769480054385396,0.937201034378618,0.996158989677894,0.965151030466812,0.399357884105869,2.3325356746036,0.937204287401367,0.99615901970379
centr_pathway_ABCA1.xlsx,0.352431969667769,0.627124062272091,0.481062134538247,0.100084813885274,2.31224666662985,0.360964353462519,0.650636921990076,0.687422279237183,0.996158989677894,1.19947110901983,0.493972712928127,2.91257169418302,0.687814224960939,0.99615901970379
centr_pathway_ABCB1.xlsx,0.321913995624783,0.606118395115405,0.444484480590892,0.0855833289088337,2.30846890399192,0.334711236020546,0.634798570341073,0.431750550143575,0.996158989677894,1.42241709498891,0.58828344434188,3.43927814317494,0.434096576983167,0.99615901970379
